Event_time,Event_date,Event_size,Event_public,Event_price,Visitor_id
5:38 PM,8/3/2021,7835,true,,
12:31 PM,9/1/2022,2157,false,81,200
11:36 AM,12/25/2022,3312,true,43,201
10:48 PM,5/20/2022,8907,true,91,202
7:22 PM,6/19/2023,6145,false,,
10:28 AM,2/3/2022,1759,true,51,204
9:48 PM,12/21/2021,9437,false,74,205
3:48 PM,4/11/2023,6110,false,,
4:13 PM,8/24/2023,2211,true,69,207
1:24 PM,3/12/2023,6561,true,82,208
11:14 PM,5/6/2023,3990,true,78,209
5:19 PM,7/6/2023,8987,true,48,210
8:02 PM,6/30/2023,4103,true,90,211
4:59 PM,6/16/2022,7454,true,94,212
10:43 PM,11/29/2023,6439,false,63,213
10:33 AM,6/19/2022,2139,false,36,214
11:54 PM,5/3/2021,1545,true,80,215
1:08 PM,3/14/2022,5514,true,76,216
11:56 PM,11/30/2021,5642,false,35,217
5:50 PM,11/12/2022,1723,false,64,218
10:22 AM,11/27/2023,8045,false,92,219
2:04 PM,8/16/2021,8173,true,41,220
4:00 PM,10/13/2023,7506,true,65,221
8:56 PM,5/23/2023,4208,true,69,222
1:29 PM,9/26/2021,5427,false,99,223
6:44 PM,7/21/2021,427,true,81,224
11:47 AM,1/29/2023,7580,false,45,225
10:46 PM,4/23/2021,9927,true,50,226
12:36 PM,9/10/2023,4910,false,45,227
9:27 PM,8/18/2022,5976,false,61,228
4:00 PM,11/10/2023,8341,false,91,229
2:23 PM,10/30/2022,4211,true,65,230
10:02 PM,8/29/2021,1562,false,89,231
10:56 PM,12/14/2023,4429,true,41,232
3:59 PM,1/23/2022,9910,true,91,233
5:29 PM,3/22/2023,7227,false,,
10:26 PM,7/25/2023,6236,true,41,235
3:29 PM,8/22/2022,9246,false,36,236
8:29 PM,8/5/2021,8142,true,68,237
7:59 PM,6/20/2023,583,false,87,238
11:57 PM,5/26/2022,3678,true,90,239
11:42 PM,7/27/2022,5936,false,50,240
10:18 AM,9/12/2022,2285,true,42,241
9:38 AM,6/3/2022,9862,false,97,242
3:10 PM,1/7/2023,965,false,61,243
8:30 PM,6/28/2023,2488,false,51,244
7:17 PM,10/9/2023,9245,false,94,245
11:59 AM,6/4/2022,936,true,43,246
9:37 PM,1/29/2022,1993,false,95,247
9:04 AM,5/26/2023,8987,true,78,248
1:14 PM,1/14/2023,3866,false,,
4:48 PM,3/14/2023,4181,true,84,250
8:46 PM,6/16/2023,6196,false,,
5:15 PM,9/11/2021,2865,true,41,252
9:18 AM,5/11/2023,3593,true,62,253
5:29 PM,10/17/2021,1698,false,39,254
2:54 PM,3/17/2022,5580,false,97,255
9:11 PM,5/3/2023,8166,false,71,256
7:32 PM,4/7/2021,7850,true,44,257
8:08 PM,3/19/2023,3522,true,65,258
2:18 PM,3/9/2022,6506,false,61,259
11:49 AM,1/5/2023,7344,false,48,260
11:22 AM,8/24/2021,7028,true,92,261
12:54 PM,1/16/2022,3465,false,89,262
11:35 PM,5/7/2022,393,true,82,263
11:54 PM,6/3/2023,2543,false,77,264
8:51 PM,4/1/2021,9527,false,40,265
10:05 AM,9/25/2023,8406,true,54,266
8:46 PM,6/1/2023,7678,true,66,267
5:22 PM,11/3/2022,7106,true,69,268
12:31 PM,8/15/2021,8285,false,72,269
9:31 PM,5/16/2023,1269,true,40,270
7:12 PM,6/29/2021,5927,false,73,271
6:16 PM,1/8/2023,8401,false,51,272
6:27 PM,10/28/2022,2261,true,72,273
9:26 AM,1/26/2022,9906,true,62,274
7:53 PM,12/12/2023,244,false,,
10:23 AM,2/11/2023,64,true,98,276
4:25 PM,2/21/2023,168,true,82,277
3:56 PM,10/12/2022,7109,true,37,278
2:39 PM,3/23/2023,7549,true,87,279
9:03 AM,4/8/2021,1574,true,84,280
10:28 AM,10/28/2021,5983,true,,
5:56 PM,6/15/2021,6372,false,86,282
7:57 PM,10/29/2021,5298,true,44,283
9:04 AM,3/17/2023,2594,false,55,284
6:06 PM,4/27/2022,1225,true,83,285
8:45 PM,11/20/2022,8315,false,56,286
5:05 PM,10/10/2021,4356,false,57,287
11:30 AM,12/11/2022,6244,true,54,288
5:50 PM,3/27/2022,5094,true,43,289
11:17 PM,1/7/2023,4418,true,80,290
4:07 PM,12/15/2021,262,false,37,291
7:00 PM,5/25/2021,9017,true,93,292
4:39 PM,4/8/2021,9446,false,61,293
7:12 PM,2/13/2023,1662,false,67,294
11:10 AM,9/29/2021,4531,true,,
9:39 AM,11/13/2022,526,true,73,296
9:41 AM,8/12/2022,2076,false,60,297
7:16 PM,7/24/2022,9791,true,,
10:19 AM,1/3/2023,3329,false,93,299
6:05 PM,12/8/2023,263,false,66,300
6:02 PM,7/9/2021,3535,false,49,301
9:33 PM,9/17/2023,2757,false,65,302
1:19 PM,3/22/2021,9600,false,86,303
9:08 AM,7/24/2023,5558,false,54,304
9:33 AM,8/3/2023,2498,true,44,305
3:01 PM,12/26/2022,2338,false,55,306
11:32 PM,5/6/2021,6415,true,79,307
9:54 AM,10/26/2023,9925,false,97,308
9:08 PM,1/30/2023,6031,true,83,309
10:52 PM,10/20/2023,6026,true,78,310
6:40 PM,12/4/2022,7636,true,66,311
11:50 AM,3/12/2022,7169,true,,
9:55 AM,11/18/2022,7159,true,87,313
10:05 AM,9/26/2022,8179,true,41,314
5:44 PM,7/10/2022,2904,true,,
9:05 PM,12/31/2023,573,true,44,316
9:32 AM,5/7/2022,8455,true,58,317
6:53 PM,1/20/2023,1909,true,77,318
12:40 PM,9/7/2022,3714,false,93,319
9:12 AM,6/19/2022,3976,false,38,320
10:25 PM,2/19/2023,8920,true,58,321
10:05 AM,6/18/2022,6842,false,40,322
1:27 PM,9/5/2022,6219,true,48,323
10:59 PM,9/25/2022,9403,true,71,324
8:41 PM,6/18/2023,5744,true,39,325
5:27 PM,6/19/2023,6835,true,35,326
10:33 PM,4/17/2023,1830,false,56,327
12:09 PM,6/16/2022,2620,true,38,328
1:04 PM,3/11/2022,3792,false,68,329
12:24 PM,3/9/2023,1785,false,,
8:45 PM,9/5/2021,260,false,73,331
2:30 PM,12/19/2022,9352,false,50,332
10:52 AM,9/30/2023,2577,false,48,333
3:55 PM,2/2/2023,8413,false,76,334
7:38 PM,10/16/2021,5694,true,55,335
9:40 AM,7/17/2021,4698,false,40,336
9:42 AM,4/13/2023,168,true,96,337
12:38 PM,9/9/2021,5178,false,71,338
7:05 PM,4/14/2022,7240,false,66,339
11:24 AM,6/27/2021,4418,false,94,340
7:46 PM,12/31/2021,8686,true,55,341
11:41 PM,5/24/2021,5350,false,62,342
3:47 PM,7/14/2023,2348,false,,
11:40 PM,7/22/2022,4306,false,99,344
8:47 PM,11/23/2023,1349,false,45,345
8:27 PM,5/14/2023,8645,true,53,346
2:05 PM,8/2/2023,9209,true,70,347
9:28 PM,9/24/2022,7924,true,93,348
4:06 PM,9/15/2021,3005,true,74,349
11:27 PM,5/24/2022,2931,false,59,350
10:52 PM,11/8/2022,6670,true,39,351
12:51 PM,6/9/2021,6588,false,69,352
5:53 PM,6/28/2022,7981,false,62,353
2:29 PM,11/1/2021,8765,false,57,354
9:24 AM,5/14/2023,7884,true,75,355
2:06 PM,11/21/2022,7067,true,69,356
4:58 PM,7/24/2022,5343,false,36,357
11:43 AM,7/4/2022,8719,false,67,358
5:56 PM,8/10/2022,8820,false,87,359
5:23 PM,11/4/2022,7176,true,89,360
2:27 PM,8/24/2021,1132,false,99,361
6:26 PM,3/28/2022,8655,false,92,362
5:54 PM,12/12/2023,9751,true,70,363
3:55 PM,6/7/2023,9773,false,94,364
1:56 PM,6/1/2023,5423,true,82,365
7:56 PM,5/13/2023,3986,false,65,366
6:21 PM,2/4/2022,2786,true,37,367
2:39 PM,10/21/2023,4997,true,58,368
10:45 AM,5/23/2021,7263,true,42,369
4:30 PM,4/11/2022,6796,true,83,370
8:11 PM,7/31/2022,4800,false,61,371
12:44 PM,10/1/2022,8445,false,41,372
3:52 PM,9/10/2021,8618,false,55,373
3:14 PM,6/8/2023,6144,false,77,374
4:41 PM,12/14/2022,476,false,68,375
5:43 PM,1/1/2023,9410,true,46,376
9:28 PM,12/16/2021,7195,true,79,377
2:40 PM,3/10/2022,9460,true,45,378
12:02 PM,2/11/2022,735,true,79,379
7:58 PM,2/1/2022,2189,true,,
4:13 PM,8/15/2022,6717,false,52,381
11:44 PM,4/13/2023,9413,false,49,382
10:13 PM,4/26/2022,2441,false,96,383
11:31 PM,7/14/2023,4158,false,79,384
9:57 AM,3/17/2022,3738,true,82,385
6:47 PM,8/11/2021,7508,true,85,386
7:04 PM,11/1/2022,2664,true,47,387
5:23 PM,10/5/2022,8116,false,53,388
3:29 PM,12/11/2023,6405,true,75,389
2:23 PM,1/29/2023,5434,false,35,390
5:11 PM,5/11/2021,4838,false,58,391
8:26 PM,12/30/2023,8199,true,77,392
6:33 PM,8/13/2022,4551,true,70,393
4:57 PM,8/25/2021,4719,false,80,394
11:43 PM,1/20/2023,267,false,74,395
11:15 AM,10/7/2023,7232,false,49,396
8:25 PM,3/12/2022,9605,true,77,397
1:04 PM,10/2/2021,2554,false,74,398
4:26 PM,10/16/2022,8811,false,60,399
7:59 PM,4/4/2021,4757,false,87,400
7:20 PM,2/21/2023,5257,true,37,401
6:32 PM,7/21/2022,4608,false,43,402
9:31 PM,12/9/2022,139,true,39,403
11:18 AM,9/1/2021,5840,true,97,404
9:23 AM,5/23/2021,2942,true,80,405
6:26 PM,5/6/2022,5175,false,47,406
3:58 PM,3/20/2023,6136,true,50,407
9:05 PM,9/22/2023,1847,false,87,408
9:09 PM,5/21/2022,1103,false,44,409
5:04 PM,2/22/2023,8206,true,86,410
10:14 AM,3/5/2022,6951,false,52,411
11:49 PM,1/14/2022,4711,false,100,412
9:38 PM,1/1/2023,6913,true,52,413
8:15 PM,6/20/2022,1597,true,,
9:02 PM,4/26/2021,1290,true,41,415
5:13 PM,6/26/2023,7982,true,74,416
6:41 PM,7/27/2021,5583,true,84,417
8:23 PM,5/25/2021,5478,true,97,418
5:53 PM,4/23/2022,8332,false,93,419
7:07 PM,7/5/2022,8172,true,87,420
11:39 AM,8/5/2022,1898,false,81,421
3:21 PM,7/6/2022,6542,false,83,422
10:18 PM,7/21/2021,8829,true,85,423
11:03 PM,10/24/2021,8225,false,90,424
9:55 PM,11/16/2022,8555,true,,
2:39 PM,5/29/2023,8074,false,,
10:47 PM,6/18/2021,879,true,,
12:24 PM,1/13/2022,3356,false,63,428
11:41 PM,3/12/2023,5076,false,44,429
9:20 AM,3/10/2022,8540,true,,
11:31 AM,12/25/2022,766,false,68,431
12:15 PM,1/11/2023,6972,false,46,432
3:15 PM,7/23/2023,5321,false,61,433
8:35 PM,3/5/2022,895,true,36,434
1:02 PM,1/3/2023,432,true,53,435
11:40 PM,8/23/2023,2895,false,59,436
1:56 PM,8/8/2023,4666,true,57,437
1:48 PM,11/30/2022,1379,false,,
8:06 PM,4/8/2023,3057,false,52,439
5:22 PM,3/19/2022,9070,true,45,440
12:21 PM,7/21/2022,3930,false,60,441
12:04 PM,9/1/2023,6145,true,59,442
3:01 PM,2/11/2022,4540,false,54,443
6:10 PM,10/10/2022,2418,true,51,444
3:51 PM,2/26/2023,2464,false,75,445
12:36 PM,8/17/2023,8042,false,55,446
10:01 PM,5/20/2023,5462,false,78,447
12:04 PM,4/13/2022,4913,false,,
10:41 AM,6/17/2023,9916,true,94,449
7:13 PM,11/18/2023,3677,false,93,450
3:35 PM,6/28/2021,3387,true,98,451
9:24 AM,11/7/2023,6924,true,,
10:12 PM,10/21/2021,3342,false,,
9:56 PM,3/29/2023,3365,false,,
9:47 PM,10/1/2021,8331,true,88,455
12:19 PM,7/24/2022,1188,true,95,456
5:34 PM,6/21/2022,8377,false,100,457
9:30 AM,9/4/2023,4766,true,78,458
8:11 PM,1/20/2022,2744,false,80,459
3:05 PM,4/5/2021,484,false,47,460
9:03 AM,12/11/2022,5837,true,50,461
3:21 PM,4/16/2023,2251,true,69,462
2:38 PM,4/29/2022,4737,true,,
4:18 PM,11/8/2021,7587,true,43,464
9:41 AM,8/16/2023,500,false,85,465
8:07 PM,9/1/2023,4184,true,88,466
9:01 AM,10/20/2021,7761,false,38,467
9:36 PM,2/2/2023,6323,false,61,468
2:18 PM,10/21/2023,2852,false,44,469
3:36 PM,10/6/2021,4163,true,55,470
9:07 AM,10/5/2021,158,true,,
11:06 AM,12/20/2023,5877,false,60,472
10:43 PM,2/21/2023,4484,true,80,473
6:28 PM,10/19/2022,5869,true,43,474
10:48 PM,8/8/2022,2910,false,78,475
5:13 PM,9/25/2023,2061,false,52,476
9:05 PM,12/17/2023,2677,false,77,477
10:19 PM,6/20/2022,9506,true,87,478
5:02 PM,4/30/2022,7358,false,69,479
11:13 PM,12/2/2022,9760,true,88,480
2:01 PM,7/31/2022,6494,true,92,481
12:28 PM,6/4/2021,5034,true,,
3:51 PM,9/18/2023,9937,false,58,483
5:45 PM,12/28/2022,2762,true,79,484
3:50 PM,11/20/2021,7315,true,96,485
1:08 PM,6/1/2023,986,false,68,486
7:29 PM,3/27/2022,3017,false,57,487
6:11 PM,4/17/2021,6459,false,90,488
8:01 PM,6/21/2023,7470,false,83,489
6:29 PM,3/30/2022,9824,false,,
6:10 PM,8/6/2022,1963,true,36,491
10:36 AM,12/2/2021,5918,false,64,492
5:21 PM,6/7/2022,4187,true,95,493
11:55 AM,7/5/2023,107,true,66,494
1:01 PM,2/8/2023,5181,false,70,495
3:31 PM,6/1/2021,1060,true,57,496
11:16 AM,4/11/2023,7372,true,43,497
8:14 PM,1/1/2023,6255,true,46,498
10:30 AM,5/17/2021,6343,true,86,499
5:58 PM,12/27/2022,4719,true,68,500
1:00 PM,2/13/2023,600,false,80,501
9:12 PM,9/4/2021,8610,false,75,502
9:59 PM,8/15/2022,9265,true,46,503
2:02 PM,4/30/2023,9208,false,89,504
7:18 PM,4/13/2022,2321,true,36,505
7:08 PM,5/25/2023,8867,true,88,506
6:20 PM,5/11/2021,2015,true,55,507
11:35 PM,3/31/2022,1107,true,53,508
8:00 PM,4/30/2022,3674,true,87,509
10:55 PM,1/3/2023,3139,true,42,510
1:36 PM,8/6/2023,5899,false,72,511
3:13 PM,5/17/2022,2446,true,,
1:46 PM,1/15/2023,7674,false,61,513
7:19 PM,11/21/2022,3411,false,77,514
10:49 PM,9/7/2022,7048,false,57,515
9:42 PM,8/29/2021,9998,true,40,516
2:52 PM,4/7/2021,7938,true,44,517
1:05 PM,9/28/2023,7764,false,93,518
9:28 PM,4/17/2022,5842,true,84,519
8:07 PM,10/5/2021,8375,false,39,520
5:17 PM,2/25/2023,5472,true,81,521
9:09 AM,7/16/2021,5227,true,76,522
10:17 AM,2/3/2022,673,false,76,523
11:56 PM,8/25/2023,3218,false,90,524
11:03 PM,6/9/2021,2577,false,40,525
4:22 PM,11/14/2022,6068,true,58,526
4:56 PM,9/16/2022,892,true,76,527
10:26 AM,1/6/2023,8683,true,45,528
12:15 PM,7/31/2021,2397,false,62,529
12:33 PM,2/25/2023,3179,false,38,530
6:38 PM,12/8/2023,406,false,77,531
12:33 PM,6/26/2023,7223,false,99,532
4:05 PM,5/9/2021,4539,false,97,533
5:28 PM,7/1/2022,6923,true,,
5:44 PM,5/29/2021,5828,false,81,535
11:09 AM,4/2/2021,1815,false,74,536
12:35 PM,1/27/2022,9584,false,45,537
5:33 PM,3/9/2023,5354,true,83,538
2:41 PM,4/6/2023,3347,false,80,539
12:52 PM,7/4/2023,727,false,93,540
11:07 AM,10/12/2023,6606,true,50,541
10:55 PM,10/26/2022,607,true,64,542
3:07 PM,4/12/2023,9815,true,37,543
9:55 PM,4/12/2023,661,false,86,544
11:29 PM,8/30/2022,2127,false,,
2:21 PM,5/25/2022,2919,true,93,546
8:54 PM,9/12/2021,5057,true,97,547
7:21 PM,9/30/2022,1518,true,79,548
8:46 PM,2/1/2023,3008,false,48,549
3:10 PM,6/27/2023,2799,false,56,550
7:07 PM,3/10/2022,4142,false,75,551
11:12 AM,12/3/2023,8923,false,39,552
10:26 AM,11/3/2023,9125,false,90,553
1:38 PM,1/3/2022,1829,false,82,554
11:10 AM,5/26/2022,2786,false,51,555
1:33 PM,3/23/2022,6836,true,48,556
4:12 PM,5/14/2022,4590,true,47,557
9:43 AM,12/6/2023,9117,false,,
5:55 PM,5/11/2021,7888,false,,
10:56 PM,5/30/2021,8103,false,,
9:31 PM,10/8/2022,8492,true,84,561
12:58 PM,12/19/2022,4247,false,94,562
10:39 PM,1/26/2023,2695,false,54,563
11:14 AM,8/23/2023,1713,true,95,564
6:02 PM,9/5/2021,9989,false,78,565
3:52 PM,11/4/2021,9219,false,,
11:52 AM,5/15/2022,7421,false,35,567
6:30 PM,12/4/2022,9780,false,68,568
9:49 AM,8/5/2021,1580,true,,
3:07 PM,8/18/2023,9990,false,98,570
12:13 PM,3/23/2023,5647,false,,
10:12 PM,5/20/2023,8079,false,85,572
9:54 AM,10/5/2022,9397,true,47,573
3:49 PM,11/20/2021,8061,true,92,574
11:04 AM,1/19/2023,2314,false,50,575
11:12 AM,11/17/2023,5335,false,45,576
6:42 PM,9/17/2021,9189,true,46,577
5:38 PM,11/19/2021,1348,false,54,578
10:23 AM,7/7/2022,5246,false,91,579
2:47 PM,1/11/2022,2141,false,77,580
11:18 AM,10/27/2022,244,true,54,581
9:07 PM,8/17/2022,8574,true,93,582
10:14 AM,9/16/2023,8669,true,65,583
9:22 AM,10/15/2023,5822,true,53,584
11:17 AM,5/5/2023,5187,false,48,585
8:37 PM,12/21/2021,966,true,81,586
1:55 PM,9/14/2021,5007,true,36,587
9:43 PM,8/31/2021,8469,false,95,588
10:17 PM,8/3/2023,5387,false,100,589
7:17 PM,1/23/2023,3803,true,47,590
5:34 PM,4/29/2021,4217,false,86,591
10:45 PM,6/1/2022,8865,false,91,592
9:15 PM,7/28/2023,8935,false,41,593
12:13 PM,1/24/2023,6440,true,86,594
2:31 PM,12/21/2023,7762,false,35,595
1:41 PM,11/17/2023,9382,true,75,596
11:32 PM,11/16/2021,552,true,52,597
7:08 PM,1/10/2023,4778,true,44,598
9:52 AM,5/26/2022,4792,true,78,599
2:20 PM,4/21/2021,890,false,45,600
6:47 PM,10/4/2022,5682,true,83,601
2:58 PM,11/30/2022,5629,true,83,602
9:43 PM,6/15/2022,8521,true,88,603
4:23 PM,1/8/2022,4236,false,,
6:11 PM,6/20/2023,3007,false,53,605
9:43 PM,10/4/2021,2848,false,38,606
9:19 AM,8/14/2022,888,false,35,607
10:28 AM,10/1/2023,4742,true,88,608
9:25 PM,7/9/2021,5421,true,95,609
4:18 PM,11/3/2022,1838,true,79,610
6:02 PM,10/18/2021,9487,false,91,611
3:03 PM,4/4/2021,412,true,81,612
8:49 PM,8/2/2021,7621,false,56,613
6:34 PM,9/23/2023,8466,false,63,614
