Play_time,Visitor_id,Facilities_id
10:19 AM,160,160
11:02 AM,161,161
9:53 AM,162,162
4:03 PM,163,163
9:35 PM,164,164
6:29 PM,165,165
9:43 PM,166,166
7:43 PM,167,167
5:17 PM,168,168
8:43 PM,169,169
6:12 PM,170,170
6:05 PM,171,171
5:43 PM,172,172
2:35 PM,173,173
7:24 PM,174,174
11:06 PM,175,175
1:10 PM,176,176
3:35 PM,177,177
10:31 AM,178,178
3:13 PM,,179
10:14 AM,180,180
8:51 PM,181,181
1:55 PM,182,182
10:31 PM,183,183
3:40 PM,184,184
12:39 PM,185,185
5:15 PM,186,186
3:48 PM,187,187
6:38 PM,188,188
11:29 AM,189,189
7:32 PM,190,190
9:07 PM,,191
11:47 AM,192,192
12:21 PM,193,193
12:05 PM,194,194
1:42 PM,195,195
6:42 PM,196,196
3:17 PM,197,197
5:53 PM,198,198
8:40 PM,199,199
9:50 PM,200,200
10:28 AM,201,201
8:41 PM,202,202
5:25 PM,203,203
3:43 PM,,204
11:36 PM,205,205
10:53 AM,206,206
10:20 AM,207,207
8:44 PM,208,208
7:20 PM,209,209
4:59 PM,210,210
9:28 PM,211,211
10:54 PM,212,212
8:21 PM,213,213
11:59 AM,214,214
9:09 PM,215,215
8:03 PM,216,216
7:04 PM,217,217
11:53 AM,218,218
7:07 PM,219,219
5:16 PM,220,220
9:17 PM,221,221
9:51 AM,222,222
1:22 PM,223,223
3:00 PM,224,224
9:57 PM,225,225
11:52 AM,226,226
8:56 PM,227,227
11:18 PM,228,228
4:37 PM,229,229
4:10 PM,230,230
10:55 PM,231,231
12:15 PM,,232
3:56 PM,233,233
1:39 PM,234,234
1:44 PM,235,235
12:48 PM,236,236
7:11 PM,237,237
3:53 PM,238,238
9:23 AM,239,239
3:58 PM,240,240
8:44 PM,,241
4:35 PM,242,242
5:19 PM,243,243
10:57 PM,244,244
2:26 PM,245,245
9:54 AM,246,246
5:01 PM,247,247
11:17 AM,248,248
9:52 AM,249,249
4:29 PM,250,250
2:30 PM,,251
9:29 AM,252,252
5:07 PM,253,253
1:09 PM,254,254
3:32 PM,255,255
11:57 AM,256,256
11:27 AM,257,257
8:12 PM,258,258
1:15 PM,259,259
5:14 PM,260,260
9:05 AM,261,261
5:08 PM,262,262
10:51 PM,263,263
3:29 PM,264,264
3:50 PM,265,265
3:23 PM,266,266
11:33 AM,,267
9:07 PM,,268
12:47 PM,,269
2:03 PM,270,270
2:55 PM,,271
9:20 AM,272,272
12:33 PM,273,273
9:34 AM,274,274
3:34 PM,275,275
7:47 PM,276,276
12:25 PM,277,277
10:47 PM,278,278
9:59 PM,279,279
4:26 PM,280,280
9:32 AM,,281
9:37 PM,282,282
4:22 PM,283,283
10:31 AM,,284
3:07 PM,285,285
9:25 AM,286,286
1:42 PM,287,287
5:57 PM,288,288
8:21 PM,289,289
8:44 PM,290,290
12:30 PM,291,291
7:21 PM,292,292
10:52 AM,293,293
9:15 PM,294,294
5:48 PM,295,295
3:31 PM,,296
6:55 PM,297,297
6:43 PM,298,298
7:01 PM,299,299
7:24 PM,300,300
7:28 PM,301,301
9:38 PM,,302
10:46 PM,303,303
10:50 PM,304,304
7:01 PM,305,305
4:19 PM,306,306
2:46 PM,307,307
9:36 AM,308,308
4:32 PM,,309
1:04 PM,310,310
2:12 PM,311,311
12:48 PM,312,312
10:15 AM,,313
3:56 PM,314,314
7:10 PM,315,315
9:06 PM,316,316
12:47 PM,317,317
3:39 PM,,318
10:28 PM,319,319
11:43 AM,320,320
9:03 AM,321,321
3:59 PM,322,322
11:59 AM,323,323
7:37 PM,324,324
9:21 AM,325,325
4:06 PM,326,326
7:57 PM,327,327
10:43 PM,328,328
12:09 PM,329,329
6:34 PM,330,330
11:14 PM,331,331
1:07 PM,,332
9:59 AM,333,333
8:44 PM,334,334
5:48 PM,335,335
10:04 PM,336,336
10:20 AM,337,337
8:42 PM,338,338
11:05 PM,339,339
2:58 PM,340,340
10:16 AM,341,341
7:31 PM,342,342
1:26 PM,343,343
12:15 PM,344,344
3:51 PM,345,345
6:10 PM,346,346
4:09 PM,,347
9:43 PM,348,348
4:42 PM,349,349
7:26 PM,350,350
2:06 PM,351,351
1:21 PM,352,352
2:03 PM,353,353
11:09 PM,354,354
9:17 AM,355,355
10:29 PM,356,356
8:45 PM,,357
7:12 PM,358,358
9:05 AM,359,359
6:25 PM,360,360
8:01 PM,361,361
9:31 AM,362,362
12:53 PM,363,363
3:36 PM,364,364
1:26 PM,,365
6:33 PM,,366
11:55 PM,367,367
11:10 PM,368,368
2:39 PM,369,369
6:50 PM,370,370
8:03 PM,371,371
2:26 PM,372,372
10:12 PM,,373
6:18 PM,,374
1:44 PM,375,375
10:48 PM,376,376
10:17 PM,377,377
4:25 PM,,378
2:42 PM,379,379
3:44 PM,380,380
8:39 PM,381,381
7:21 PM,382,382
6:42 PM,383,383
9:02 PM,384,384
2:10 PM,385,385
7:19 PM,386,386
9:24 PM,387,387
2:45 PM,388,388
7:50 PM,389,389
5:02 PM,390,390
10:20 AM,391,391
3:25 PM,392,392
10:00 PM,393,393
10:09 PM,394,394
4:05 PM,,395
8:29 PM,396,396
7:03 PM,397,397
11:34 AM,398,398
10:31 AM,399,399
11:35 AM,400,400
11:15 PM,,401
4:30 PM,402,402
9:37 AM,403,403
11:56 AM,404,404
10:59 PM,405,405
12:49 PM,406,406
5:28 PM,407,407
10:41 PM,408,408
1:39 PM,409,409
10:23 AM,410,410
4:52 PM,,411
10:26 AM,412,412
11:43 PM,413,413
9:30 AM,414,414
1:20 PM,,415
1:57 PM,416,416
9:33 PM,417,417
10:09 AM,418,418
10:43 PM,419,419
6:31 PM,420,420
11:02 PM,421,421
8:08 PM,422,422
9:12 AM,423,423
10:40 AM,424,424
10:01 AM,425,425
1:28 PM,426,426
11:36 AM,427,427
11:11 PM,428,428
12:15 PM,429,429
12:17 PM,430,430
11:49 PM,431,431
6:44 PM,432,432
10:20 AM,,433
3:22 PM,434,434
9:30 PM,435,435
11:16 PM,436,436
5:22 PM,437,437
9:54 AM,,438
10:44 AM,439,439
4:59 PM,440,440
3:33 PM,441,441
9:28 PM,442,442
2:25 PM,443,443
9:31 PM,444,444
11:49 AM,445,445
12:37 PM,446,446
1:19 PM,447,447
1:34 PM,448,448
7:47 PM,449,449
3:36 PM,450,450
11:15 PM,451,451
9:10 PM,452,452
2:17 PM,453,453
8:19 PM,454,454
2:24 PM,455,455
11:31 AM,456,456
11:31 AM,457,457
9:20 PM,458,458
8:23 PM,,459
9:35 AM,460,460
6:00 PM,461,461
9:19 PM,462,462
7:00 PM,463,463
9:15 PM,464,464
10:20 AM,465,465
9:38 PM,466,466
11:09 PM,467,467
11:46 PM,468,468
3:41 PM,469,469
6:50 PM,470,470
1:56 PM,471,471
4:41 PM,472,472
9:24 PM,473,473
4:58 PM,474,474
10:17 PM,,475
3:44 PM,476,476
12:43 PM,477,477
6:16 PM,478,478
4:17 PM,479,479
2:39 PM,480,480
2:20 PM,481,481
10:05 AM,,482
6:12 PM,483,483
8:49 PM,484,484
2:50 PM,485,485
4:24 PM,486,486
12:55 PM,487,487
1:44 PM,,488
1:14 PM,489,489
11:25 AM,490,490
11:53 PM,491,491
7:31 PM,492,492
12:48 PM,493,493
9:44 PM,,494
5:55 PM,495,495
8:16 PM,496,496
12:45 PM,497,497
10:26 PM,498,498
4:18 PM,499,499
1:14 PM,500,500
10:34 PM,501,501
3:21 PM,502,502
3:00 PM,503,503
12:53 PM,504,504
12:38 PM,505,505
10:35 AM,506,506
5:53 PM,507,507
11:45 AM,508,508
10:01 PM,509,509
7:18 PM,,510
7:22 PM,511,511
11:36 AM,512,512
10:25 PM,513,513
7:48 PM,514,514
11:51 AM,515,515
11:35 AM,516,516
2:26 PM,517,517
2:19 PM,518,518
12:00 PM,519,519
2:09 PM,520,520
7:20 PM,,521
3:21 PM,522,522
11:20 PM,,523
6:29 PM,524,524
8:53 PM,525,525
3:38 PM,526,526
1:05 PM,527,527
9:32 AM,,528
10:00 PM,529,529
3:36 PM,530,530
9:33 AM,531,531
5:59 PM,532,532
5:35 PM,533,533
9:25 AM,534,534
8:16 PM,535,535
7:38 PM,536,536
5:50 PM,537,537
9:35 AM,538,538
11:04 AM,539,539
9:03 PM,540,540
8:22 PM,541,541
7:25 PM,542,542
12:05 PM,543,543
12:57 PM,544,544
9:17 AM,545,545
9:04 PM,546,546
10:13 PM,547,547
4:38 PM,548,548
11:56 PM,549,549
1:02 PM,550,550
11:49 PM,551,551
11:12 PM,552,552
11:48 AM,553,553
11:39 AM,554,554
1:38 PM,555,555
7:05 PM,556,556
3:22 PM,557,557
12:15 PM,,558
11:57 AM,559,559
9:58 PM,560,560
9:24 PM,561,561
1:59 PM,562,562
10:20 AM,563,563
7:55 PM,,564
3:13 PM,565,565
2:51 PM,566,566
7:45 PM,567,567
9:38 PM,568,568
4:49 PM,,569
3:50 PM,570,570
6:31 PM,571,571
6:14 PM,572,572
8:04 PM,573,573
6:16 PM,574,574
9:30 PM,575,575
12:58 PM,576,576
9:02 PM,577,577
5:15 PM,578,578
1:54 PM,579,579
8:36 PM,580,580
2:13 PM,581,581
11:09 AM,582,582
11:12 AM,583,583
3:29 PM,584,584
2:53 PM,585,585
10:17 PM,,586
7:08 PM,,587
11:56 AM,588,588
5:02 PM,589,589
10:48 PM,590,590
2:04 PM,591,591
9:55 AM,592,592
11:02 AM,593,593
7:46 PM,594,594
3:21 PM,595,595
6:17 PM,596,596
2:37 PM,,597
4:01 PM,598,598
11:57 AM,,599
11:15 PM,600,600
10:25 PM,601,601
6:46 PM,602,602
12:13 PM,603,603
10:44 PM,604,604
6:18 PM,605,605
4:22 PM,606,606
7:01 PM,607,607
11:39 PM,,608
1:00 PM,609,609
5:13 PM,,610
11:31 PM,611,611
9:35 PM,612,612
8:41 PM,613,613
12:15 PM,614,614
9:57 PM,615,615
2:36 PM,616,616
6:11 PM,617,617
7:34 PM,618,618
1:22 PM,,619
12:45 PM,620,620
2:04 PM,621,621
4:18 PM,622,622
7:48 PM,623,623
3:52 PM,624,624
1:26 PM,625,625
11:08 PM,,626
9:46 PM,627,627
10:25 PM,628,628
5:44 PM,629,629
8:55 PM,630,630
11:45 AM,631,631
9:39 AM,,632
7:33 PM,633,633
5:29 PM,634,634
7:36 PM,635,635
8:40 PM,636,636
8:47 PM,637,637
1:00 PM,638,638
12:11 PM,639,639
11:12 PM,640,640
6:10 PM,641,641
8:08 PM,,642
11:39 PM,643,643
4:08 PM,644,644
10:00 PM,645,645
2:27 PM,646,646
9:16 PM,,647
1:18 PM,648,648
8:04 PM,649,649
11:37 PM,650,650
9:17 PM,,651
5:23 PM,652,652
4:49 PM,653,653
11:22 AM,654,654
12:58 PM,655,655
11:04 PM,656,656
6:05 PM,657,657
8:13 PM,658,658
10:11 PM,659,659
4:24 PM,660,660
9:40 PM,661,661
8:17 PM,662,662
11:43 PM,663,663
2:19 PM,664,664
10:57 AM,665,665
9:47 PM,666,666
3:52 PM,667,667
3:22 PM,668,668
6:36 PM,669,669
12:04 PM,670,670
8:17 PM,671,671
9:57 AM,,672
4:23 PM,673,673
4:16 PM,674,674
9:13 PM,675,675
10:16 PM,676,676
7:26 PM,677,677
9:22 PM,678,678
10:38 PM,679,679
7:08 PM,680,680
8:23 PM,681,681
12:18 PM,682,682
5:51 PM,683,683
3:30 PM,684,684
10:24 PM,685,685
12:25 PM,686,686
1:10 PM,687,687
1:16 PM,688,688
12:08 PM,689,689
4:22 PM,,690
7:52 PM,691,691
11:44 PM,692,692
4:30 PM,,693
6:52 PM,694,694
9:32 AM,695,695
4:18 PM,696,696
10:10 AM,697,697
3:11 PM,698,698
9:19 PM,699,699
12:01 PM,,700
2:20 PM,,701
11:09 AM,702,702
6:57 PM,703,703
10:43 AM,704,704
11:45 AM,705,705
6:47 PM,706,706
4:43 PM,707,707
10:21 PM,708,708
7:13 PM,709,709
2:13 PM,710,710
9:33 AM,,711
5:31 PM,712,712
4:56 PM,713,713
9:10 AM,714,714
5:24 PM,,715
8:30 PM,716,716
12:08 PM,717,717
9:30 AM,718,718
9:59 AM,719,719
11:47 PM,720,720
6:17 PM,,721
12:42 PM,722,722
9:05 PM,723,723
1:50 PM,724,724
6:48 PM,725,725
11:05 AM,726,726
7:52 PM,727,727
9:25 AM,,728
11:48 PM,729,729
7:25 PM,730,730
11:54 AM,731,731
12:26 PM,732,732
12:15 PM,733,733
11:31 PM,734,734
9:30 PM,735,735
11:36 AM,736,736
2:23 PM,737,737
7:11 PM,,738
11:08 PM,739,739
7:41 PM,740,740
11:41 PM,,741
9:55 AM,742,742
9:18 PM,743,743
7:32 PM,744,744
12:34 PM,745,745
8:44 PM,746,746
5:08 PM,747,747
1:58 PM,748,748
7:21 PM,749,749
5:25 PM,750,750
10:11 PM,751,751
4:08 PM,752,752
9:39 AM,753,753
12:11 PM,754,754
9:35 PM,755,755
11:00 AM,756,756
2:00 PM,757,757
10:11 AM,758,758
1:37 PM,759,759
5:10 PM,760,760
10:39 AM,761,761
3:41 PM,762,762
11:41 AM,763,763
11:39 AM,764,764
11:58 PM,765,765
6:43 PM,766,766
9:05 PM,767,767
7:50 PM,768,768
5:17 PM,769,769
10:46 AM,770,770
11:31 AM,771,771
2:37 PM,772,772
12:53 PM,773,773
4:40 PM,774,774
9:09 AM,775,775
11:48 PM,776,776
4:21 PM,777,777
12:33 PM,,778
12:45 PM,779,779
9:03 AM,780,780
10:31 PM,781,781
3:08 PM,782,782
10:09 PM,783,783
3:04 PM,784,784
6:11 PM,785,785
2:42 PM,786,786
8:53 PM,,787
11:01 AM,788,788
3:59 PM,789,789
6:20 PM,,790
4:48 PM,791,791
2:40 PM,792,792
1:48 PM,793,793
12:07 PM,794,794
12:27 PM,795,795
6:02 PM,,796
10:43 PM,797,797
12:30 PM,798,798
3:49 PM,799,799
11:20 AM,800,800
1:49 PM,801,801
5:02 PM,802,802
12:13 PM,,803
9:05 PM,804,804
12:38 PM,805,805
1:33 PM,806,806
11:08 PM,,807
3:37 PM,808,808
4:38 PM,809,809
1:07 PM,810,810
2:36 PM,811,811
1:26 PM,812,812
12:38 PM,813,813
9:21 AM,814,814
10:54 PM,815,815
10:55 PM,816,816
10:08 AM,817,817
3:38 PM,818,818
4:04 PM,819,819
7:35 PM,820,820
8:14 PM,821,821
11:54 AM,822,822
3:46 PM,823,823
2:31 PM,,824
2:21 PM,825,825
10:55 AM,,826
9:21 PM,,827
5:47 PM,828,828
7:36 PM,829,829
1:41 PM,830,830
1:16 PM,831,831
8:48 PM,832,832
6:09 PM,833,833
10:24 PM,834,834
8:46 PM,835,835
11:27 PM,836,836
9:32 PM,837,837
8:20 PM,,838
10:14 AM,839,839
10:14 PM,840,840
1:00 PM,841,841
9:01 AM,842,842
8:42 PM,843,843
8:23 PM,844,844
11:40 AM,845,845
9:01 PM,846,846
9:41 PM,847,847
8:45 PM,848,848
12:14 PM,849,849
11:25 PM,850,850
4:54 PM,851,851
1:29 PM,852,852
3:03 PM,853,853
1:10 PM,854,854
6:41 PM,,855
9:06 PM,856,856
10:30 AM,857,857
9:52 PM,,858
10:17 PM,859,859
10:13 PM,860,860
8:06 PM,861,861
12:41 PM,862,862
3:54 PM,863,863
11:01 PM,864,864
1:04 PM,865,865
9:18 PM,866,866
3:40 PM,867,867
12:14 PM,868,868
4:07 PM,869,869
7:21 PM,870,870
10:37 AM,871,871
4:14 PM,872,872
1:40 PM,873,873
7:02 PM,,874
7:14 PM,875,875
11:31 PM,876,876
11:15 PM,877,877
1:02 PM,878,878
12:00 PM,879,879
4:13 PM,880,880
4:12 PM,881,881
9:23 AM,882,882
5:12 PM,883,883
5:32 PM,884,884
11:54 PM,885,885
10:44 PM,886,886
7:05 PM,887,887
2:50 PM,888,888
2:13 PM,,889
7:53 PM,890,890
1:59 PM,891,891
12:08 PM,892,892
9:47 PM,893,893
10:57 AM,894,894
12:05 PM,895,895
2:19 PM,896,896
7:05 PM,897,897
9:51 AM,898,898
9:10 PM,899,899
11:49 PM,900,900
8:12 PM,901,901
3:41 PM,902,902
9:54 PM,903,903
6:59 PM,904,904
8:07 PM,905,905
12:08 PM,906,906
10:24 PM,907,907
7:30 PM,908,908
6:33 PM,,909
2:12 PM,910,910
10:44 PM,911,911
3:01 PM,912,912
4:27 PM,913,913
5:23 PM,914,914
4:18 PM,915,915
9:12 AM,,916
7:15 PM,917,917
8:46 PM,,918
2:58 PM,919,919
10:52 PM,920,920
5:41 PM,921,921
6:07 PM,922,922
9:08 PM,923,923
4:12 PM,924,924
5:04 PM,925,925
3:46 PM,926,926
10:18 AM,,927
3:54 PM,928,928
2:28 PM,929,929
10:05 PM,930,930
9:29 AM,931,931
7:10 PM,932,932
3:25 PM,933,933
1:09 PM,934,934
5:22 PM,,935
1:09 PM,936,936
9:01 PM,937,937
12:30 PM,938,938
9:48 AM,939,939
6:27 PM,940,940
7:55 PM,941,941
11:05 PM,942,942
7:23 PM,943,943
11:32 PM,944,944
12:32 PM,,945
9:38 AM,946,946
12:54 PM,947,947
8:29 PM,948,948
11:50 PM,949,949
9:17 AM,950,950
2:22 PM,951,951
3:59 PM,952,952
10:06 AM,953,953
8:21 PM,954,954
9:53 PM,955,955
6:06 PM,956,956
10:17 PM,957,957
6:26 PM,958,958
11:50 AM,959,959
5:05 PM,960,960
4:01 PM,961,961
3:34 PM,,962
1:47 PM,963,963
4:00 PM,964,964
2:38 PM,965,965
10:40 PM,966,966
9:29 PM,967,967
7:59 PM,968,968
1:18 PM,969,969
11:20 AM,970,970
10:20 PM,971,971
5:40 PM,972,972
1:33 PM,973,973
2:49 PM,974,974
7:14 PM,,975
2:22 PM,976,976
11:05 PM,977,977
6:51 PM,978,978
6:29 PM,979,979
9:05 AM,980,980
1:07 PM,981,981
2:58 PM,982,982
11:20 PM,983,983
6:12 PM,,984
10:34 PM,985,985
6:55 PM,986,986
11:27 PM,987,987
2:37 PM,988,988
2:54 PM,989,989
7:55 PM,990,990
1:46 PM,,991
2:00 PM,992,992
8:10 PM,993,993
1:27 PM,994,994
10:36 AM,995,995
7:26 PM,,996
12:32 PM,997,997
2:21 PM,998,998
9:26 AM,999,999
10:34 PM,1000,1000
